     42	  -1.59	  -1.09	  0.062	0.99791							#	   2.37	   9.05	
     43	   2.60	  -4.72	 -0.380	1.00476							#	   3.90	   9.05	
     44	  -0.14	  -3.40	 -0.624	0.99575							#	   2.77	   6.03	
     45	   4.34	  -1.97	  0.098	0.99736							#	   2.85	   9.05	
     46	   1.46	   0.18	  0.124	0.99050							#	   3.17	   6.18	
     47	  -3.01	   1.67	  0.086	0.99981							#	   4.07	  11.06	
     48	  -1.79	   1.87	 -0.051	0.99141							#	   3.96	   9.91	
     49	   0.67	  -2.67	 -0.058	0.99062							#	   8.38	   5.46	
     50	  -5.09	   8.09	  0.120	0.99033							#	   6.59	   7.47	
     51	 -10.80	  57.12	 -0.038	0.98831							#	   6.97	   3.45	
     52	   8.17	 -45.68	  1.296	1.01351							#	   6.84	   2.73	
     53	  -2.52	  -2.40	  0.393	1.00902							#	   4.38	   6.47	
     54	  -1.58	   7.92	  0.322	1.00714							#	   5.07	   8.19	
     55	  -3.40	  -3.51	  0.364	1.00819							#	   5.53	   6.75	
     56	  -1.41	   0.82	  0.381	1.00905							#	   4.30	   6.03	
     57	  -1.15	  -3.21	  0.163	1.00213							#	   4.62	   8.76	
     58	  -4.23	   0.57	  0.540	1.00794							#	   5.67	   4.74	
     59	  -9.54	  32.72	  0.499	1.01373							#	   6.85	   2.01	
     60	   2.08	 -29.10	  0.265	1.00417							#	   4.30	   5.32	
     61	  -3.57	  -3.29	 -0.432	1.01193							#	   4.44	   6.75	
     62	  -5.49	   4.00	 -1.541	1.02486							#	   3.75	   2.01	
     63	  -2.19	  19.00	 -0.022	1.00974							#	   4.88	   2.59	
     64	   4.78	 -12.94	 -0.057	0.97752							#	   5.86	   2.59	
     65	   3.41	   4.84	  0.007	0.99891							#	   3.30	   6.18	
     66	   4.60	   6.94	  0.717	0.99933							#	   4.10	   5.75	
     67	  -4.74	   2.49	  0.023	0.99685							#	   3.88	   8.76	
     68	  -0.96	   3.12	 -0.246	1.01094							#	   3.68	   7.61	
     69	  -3.93	   0.98	 -0.218	1.00422							#	   3.37	   7.47	
     70	  -2.36	  -0.41	 -0.034	0.99497							#	   4.42	   7.61	
     71	  -7.76	   2.30	 -1.130	0.99409							#	   4.71	   5.46	
     72	  -6.89	   2.84	 -0.065	1.03398							#	   4.47	   4.02	
     73	  -2.29	   0.78	  0.082	0.99804							#	   4.62	  11.35	
     74	   3.84	   2.16	  0.075	0.99503							#	   5.70	  10.49	
     75	   0.03	  -5.15	 -0.100	0.99934							#	   6.44	   9.91	
     76	   1.67	  -4.47	  0.084	1.01104							#	   4.60	   6.32	
     77	   1.58	  -6.11	 -0.092	1.00009							#	   5.51	   8.62	
     78	   0.00	  13.59	  0.228	1.01045							#	  12.45	   4.02	
     79	   5.40	   0.72	  0.235	1.01992							#	   4.47	   2.87	
     80	   4.73	  -9.07	 -0.357	0.98609							#	   6.39	   4.74	
     81	  -3.76	  77.14	 -0.889	1.01381							#	  11.57	   2.01	
     82	   0.00  -77.00   0.00	1.00							#	  19.70	   0.00	
     83	   3.30	   3.76	 -0.093	1.00326							#	   7.78	   2.87	
     84	   7.65	   4.96	  1.377	1.01578							#	   3.40	   4.31	
     85	  -1.49	  -0.80	 -0.160	1.00825							#	   2.71	   5.46	
     86	  -0.92	   7.86	  0.277	0.99839							#	   1.86	   6.61	
     87	  -1.88	   7.91	 -0.013	0.99680							#	   1.66	   5.75	
     88	  -0.07	   4.15	 -0.122	1.00372							#	   2.47	   6.61	
     89	   1.78	  -0.85	 -0.055	1.00201							#	   3.78	   7.90	
     90	  -3.10	   5.19	  0.064	1.01130							#	   4.07	   7.33	
     91	  -2.86	   3.27	  0.117	1.00178							#	   4.14	   6.90	
     92	  -3.78	  -1.90	  0.040	1.00119							#	   4.70	   9.20	
     93	  -0.93	  -0.10	 -0.076	0.99839							#	   3.80	   6.03	
     94	   5.81	  -5.28	 -0.602	1.00226							#	   5.66	   5.89	
     95	  -2.51	  -4.58	 -0.553	1.00416							#	   4.94	   4.45	
     96	   1.45	  -3.89	 -1.175	0.99111							#	   5.18	   2.16	
     97	  -5.55	  -0.94	  0.057	1.00271							#	   4.48	   8.62	
     98	   6.57	   0.04	  0.291	1.00052							#	   4.79	  11.21	
     99	  -4.57	   6.99	  0.246	1.00219							#	   5.79	   9.63	
    100	  -0.41	   1.98	  0.405	0.99639							#	   7.68	   3.16	
    101	  -0.59	  47.75	  5.369	0.99028							#	   8.77	   1.44	
    102	   8.59	 -57.90	  3.427	0.97366							#	   3.39	   1.44	
    103	  -6.89	  -0.44	 -0.513	0.92489							#	   3.31	   1.72	
    104	   2.33	   0.48	  1.757	0.96284							#	   9.95	   2.73	
    105	  -6.59	  66.59	 -1.509	1.00953							#	   6.70	   1.72	
    106	   7.32	 -62.30	  5.225	0.97120							#	   3.94	   1.01	
    107	  -1.90	  -0.71	 -0.807	0.99630							#	   4.05	   9.77	
    108	   1.63	  15.73	 -0.306	0.99346							#	   7.41	  10.92	
    109	   1.75	  -6.96	 -0.106	0.99581							#	   5.29	   7.61	
    110	   7.58	   2.85	 -0.132	1.00307							#	   4.95	   7.04	
    111	   1.82	  -4.18	 -0.044	0.99084							#	   5.24	   9.91	
    112	   8.41	  -3.92	  0.130	0.99176							#	   5.09	   9.34	
    113	   7.94	  -4.19	 -0.270	0.98946							#	   4.72	   9.91	
    114	   0.76	  -0.69	 -0.329	1.00697							#	   3.87	   9.77	
    115	   0.03	  -0.21	  0.060	0.99674							#	   3.93	  11.64	
    116	   3.04	   0.13	 -0.107	0.98787							#	   4.69	   8.19	
    117	   3.17	  -0.39	  0.482	0.98140							#	   4.74	   6.18	
    118	   1.61	   4.22	 -0.694	0.99488							#	   5.54	   5.60	
    119	   0.04	  -2.31	 -0.035	1.00249							#	   8.71	  10.92	
    120									skipped	n_scene	#	  31.36	   0.72	
    121	   1.39	  -1.90	 -0.095	1.00179							#	   4.40	  10.06	
    122	   0.00  -15.00   0.00  1.00							#	   7.41	   0.86	
    123	   0.00    0.00   0.00  1.00							#	  27.70	   0.86	
    124	  -1.84	  -9.94	 -0.374	0.98216							#	  16.66	  10.34	
    125	   0.72	  -8.95	  0.057	0.99156							#	   9.56	  10.63	
    126	   5.46	  -4.76	  0.026	0.99040							#	   6.26	   9.77	
    127	   3.20	  -3.42	 -0.196	0.99635							#	   4.46	   8.48	
    128	  -6.41	   1.30	 -0.366	0.97817							#	   5.00	   6.90	
    129	   1.63	   3.77	  0.145	0.97873							#	   4.49	   7.04	
    130	   1.00	  -9.31	  0.281	0.97963							#	   4.91	   6.47	
    131	  -7.23	   3.71	  0.363	0.97761							#	   5.44	   4.31	
    132	  -4.70	 -17.56	  0.972	0.99515							#	  27.21	   5.03	
    133	 -23.13	   5.87	  0.134	0.96948							#	   7.48	   6.32	
    134	  -4.76	  40.69	 -0.711	1.00231							#	   7.65	   3.45	
    135	   6.56	 -50.52	  0.517	0.97930							#	   8.94	   5.32	
    136	 -10.39	  -2.60	 -0.027	0.98301							#	   8.35	   8.62	
    137	 -26.26	   7.51	 -0.543	0.96931							#	  10.85	   7.18	
    138	 -31.13	   8.09	 -0.940	0.96051							#	   6.89	   4.02	
    139	 -19.78	  -0.22	 -0.706	0.96869							#	   4.66	   5.03	
    140	  -3.65	  16.86	 -0.240	0.95522							#	   3.58	   3.88	
    141	 -15.33	  16.39	 -1.012	0.93883							#	   3.75	   1.72	
    142	 -11.38	  -3.28	 -0.586	0.94869							#	   4.15	   1.58	
    143	  -8.39	   8.66	 -2.129	1.01181							#	  11.16	   1.87	
    144	  -7.57	  58.90	 -3.210	1.03987							#	   7.90	   1.44	
    145	  -1.35	 -56.55	  3.694	0.99373							#	   4.79	   1.01	
    146	  -2.83	   1.48	 -0.927	0.99838							#	   3.44	   2.87	
    147	   9.02	 -45.81	 -0.922	0.98295							#	   4.97	   2.73	
    148	 -21.14	  64.38	 -0.491	1.00198							#	   5.47	   3.30	
    149	  -5.96	  29.13	 -2.678	0.98640							#	   2.54	   1.72	
    150	   7.89	  35.82	 -1.967	0.92089							#	  10.59	   1.15	
    151	   2.09	-116.87	  0.926	0.97451							#	   4.46	   3.16	
